GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SEASON,SHOT_ID,time,SHOT_DATA_STATUS,ASSIST_ID,assisted,ASSIST_STATUS,PBP_SOURCE,OPP_TEAM_ID,PLAYERS_ON,LINEUP_STATUS,LINEUP_SOURCE,OPP_PLAYERS_ON,OPP_LINEUP_STATUS,OPP_LINEUP_SOURCE
Shot Chart Detail,1021100009,263,100920,Kelly Mazzante,1611661330,Atlanta Dream,2,0,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,21,196,86,1,0,20110609,ATL,WAS,2011,1021100009263,11770,validated,,0,matched,playbyplayv2,1611661322,100796|100920|101021|201046|201048,complete,playbyplay_inferred,201492|201500|201889|202643|202662,complete,playbyplay_inferred
Shot Chart Detail,1021100020,179,100920,Kelly Mazzante,1611661330,Atlanta Dream,2,2,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,21,-54,208,1,0,20110614,NYL,ATL,2011,1021100020179,10800,validated,,0,matched,playbyplayv2,1611661313,100812|100920|201048|201881|201898,complete,playbyplay_inferred,100888|200665|201502|201895|202641,complete,playbyplay_inferred
Shot Chart Detail,1021100020,182,100920,Kelly Mazzante,1611661330,Atlanta Dream,2,1,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22,160,162,1,1,20110614,NYL,ATL,2011,1021100020182,11030,validated,201898,1,matched,playbyplayv2,1611661313,100812|100920|201048|201881|201898,complete,playbyplay_inferred,100888|200665|201502|201895|202641,complete,playbyplay_inferred
Shot Chart Detail,1021100020,185,100920,Kelly Mazzante,1611661330,Atlanta Dream,2,1,16,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),16-24 ft.,21,217,-22,1,0,20110614,NYL,ATL,2011,1021100020185,11240,validated,,0,matched,playbyplayv2,1611661313,100812|100920|201048|201881|201898,complete,playbyplay_inferred,100888|200665|201502|201895|202641,complete,playbyplay_inferred
Shot Chart Detail,1021100020,422,100920,Kelly Mazzante,1611661330,Atlanta Dream,4,1,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-221,-11,1,0,20110614,NYL,ATL,2011,1021100020422,23050,validated,,0,matched,playbyplayv2,1611661313,100920|101021|201046|201048|201054,complete,playbyplay_inferred,201086|201913|202638|202641|202652,complete,playbyplay_inferred
Shot Chart Detail,1021100028,380,100920,Kelly Mazzante,1611661330,Atlanta Dream,3,1,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,22,91,209,1,0,20110619,ATL,MIN,2011,1021100028380,16900,validated,,0,matched,playbyplayv2,1611661324,100690|100812|100920|201046|201907,complete,playbyplay_inferred,100944|200671|201499|201882|202257,complete,playbyplay_inferred
Shot Chart Detail,1021100028,394,100920,Kelly Mazzante,1611661330,Atlanta Dream,3,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,22,-223,47,1,0,20110619,ATL,MIN,2011,1021100028394,17490,validated,,0,matched,playbyplayv2,1611661324,100690|100812|100920|201046|201907,complete,playbyplay_inferred,100412|200671|201499|201882|202257,complete,playbyplay_inferred
Shot Chart Detail,1021100028,465,100920,Kelly Mazzante,1611661330,Atlanta Dream,4,4,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-109,197,1,0,20110619,ATL,MIN,2011,1021100028465,21010,validated,,0,matched,playbyplayv2,1611661324,100920|201046|201048|201054|201907,complete,playbyplay_inferred,100412|100915|100944|200671|202632,complete,playbyplay_inferred
Shot Chart Detail,1021100028,485,100920,Kelly Mazzante,1611661330,Atlanta Dream,4,3,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,146,181,1,0,20110619,ATL,MIN,2011,1021100028485,21860,validated,,0,matched,playbyplayv2,1611661324,100920|201048|201054|201898|201907,complete,playbyplay_inferred,100412|100944|200671|201499|202632,complete,playbyplay_inferred
Shot Chart Detail,1021100028,508,100920,Kelly Mazzante,1611661330,Atlanta Dream,4,2,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,22,56,216,1,0,20110619,ATL,MIN,2011,1021100028508,22660,validated,,0,matched,playbyplayv2,1611661324,100920|201048|201054|201898|201907,complete,playbyplay_inferred,100412|100944|200671|201499|202632,complete,playbyplay_inferred
Shot Chart Detail,1021100028,511,100920,Kelly Mazzante,1611661330,Atlanta Dream,4,1,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,22,-38,220,1,0,20110619,ATL,MIN,2011,1021100028511,22950,validated,,0,matched,playbyplayv2,1611661324,100920|201048|201054|201898|201907,complete,playbyplay_inferred,100412|100944|200671|201499|202632,complete,playbyplay_inferred
Shot Chart Detail,1021100038,495,100920,Kelly Mazzante,1611661330,Atlanta Dream,4,2,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,22,184,126,1,0,20110624,ATL,PHO,2011,1021100038495,22370,validated,,0,matched,playbyplayv2,1611661317,100920|201046|201054|201881|201907,complete,playbyplay_inferred,100685|100940|201484|201489|201886,complete,playbyplay_inferred
