GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT,SEASON
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,11,1,0.091,2022-23
League Averages,Above the Break 3,Center(C),24+ ft.,1473,485,0.329,2022-23
League Averages,Above the Break 3,Center(C),16-24 ft.,236,82,0.347,2022-23
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,2591,872,0.337,2022-23
League Averages,Above the Break 3,Left Side Center(LC),16-24 ft.,362,131,0.362,2022-23
League Averages,Above the Break 3,Left Side(L),16-24 ft.,242,89,0.368,2022-23
League Averages,Above the Break 3,Left Side(L),24+ ft.,350,135,0.386,2022-23
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,2432,839,0.345,2022-23
League Averages,Above the Break 3,Right Side Center(RC),16-24 ft.,242,81,0.335,2022-23
League Averages,Above the Break 3,Right Side(R),16-24 ft.,175,67,0.383,2022-23
League Averages,Above the Break 3,Right Side(R),24+ ft.,413,144,0.349,2022-23
League Averages,Backcourt,Back Court(BC),Back Court Shot,53,3,0.057,2022-23
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,1580,632,0.4,2022-23
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,3372,1334,0.396,2022-23
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,262,98,0.374,2022-23
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,299,124,0.415,2022-23
League Averages,Left Corner 3,Left Side(L),24+ ft.,646,255,0.395,2022-23
League Averages,Left Corner 3,Left Side(L),16-24 ft.,8,2,0.25,2022-23
League Averages,Mid-Range,Center(C),8-16 ft.,359,149,0.415,2022-23
League Averages,Mid-Range,Center(C),16-24 ft.,890,312,0.351,2022-23
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,815,275,0.337,2022-23
League Averages,Mid-Range,Left Side(L),16-24 ft.,316,113,0.358,2022-23
League Averages,Mid-Range,Left Side(L),8-16 ft.,1073,399,0.372,2022-23
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,806,295,0.366,2022-23
League Averages,Mid-Range,Right Side(R),8-16 ft.,990,401,0.405,2022-23
League Averages,Mid-Range,Right Side(R),16-24 ft.,320,104,0.325,2022-23
League Averages,Restricted Area,Center(C),Less Than 8 ft.,8625,5408,0.627,2022-23
League Averages,Right Corner 3,Right Side(R),24+ ft.,428,153,0.357,2022-23
League Averages,Right Corner 3,Right Side(R),16-24 ft.,5,2,0.4,2022-23
